Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
1500,CA-2023-2499,01/16/2022,01/23/2022,Standard Class,CG-1060,Customer 159,Consumer,United States,Chicago,Texas,81069,West,FUR-4689,Furniture,Chairs,Chairs Model 12,1798.52,6,0.0,47.27
1501,CA-2024-2500,06/21/2021,06/23/2021,Standard Class,CG-1017,Customer 11,Consumer,United States,Chicago,Texas,55095,West,FUR-2859,Furniture,Chairs,Chairs Model 40,1770.63,4,0.0,83.68
1502,CA-2024-2501,02/04/2021,02/06/2021,Standard Class,CG-1148,Customer 130,Home Office,United States,Phoenix,Texas,37282,East,TEC-5023,Technology,Accessories,Accessories Model 13,1751.54,5,0.0,194.11
1503,CA-2024-2502,03/13/2022,03/15/2022,Second Class,CG-1137,Customer 7,Corporate,United States,Phoenix,Illinois,94555,East,FUR-3006,Furniture,Bookcases,Bookcases Model 9,1664.99,5,0.0,-109.53
1504,CA-2024-2503,03/31/2022,04/07/2022,Standard Class,CG-1192,Customer 154,Corporate,United States,Chicago,Illinois,88793,East,TEC-1924,Technology,Phones,Phones Model 8,293.86,8,0.1,-1.91
1505,CA-2024-2504,11/13/2021,11/18/2021,Standard Class,CG-1071,Customer 41,Consumer,United States,Los Angeles,Florida,33888,Central,OFF-2522,Office Supplies,Paper,Paper Model 37,414.27,8,0.0,422.13
1506,CA-2024-2505,05/16/2021,05/18/2021,Standard Class,CG-1114,Customer 20,Home Office,United States,New York,California,73126,Central,FUR-4803,Furniture,Bookcases,Bookcases Model 47,807.56,7,0.0,273.45
1507,CA-2024-2506,05/24/2023,05/29/2023,First Class,CG-1102,Customer 65,Corporate,United States,Los Angeles,New York,13329,South,FUR-2973,Furniture,Bookcases,Bookcases Model 29,1619.22,4,0.0,-195.49
1508,CA-2024-2507,11/07/2022,11/13/2022,First Class,CG-1068,Customer 81,Consumer,United States,Chicago,California,35041,East,TEC-2734,Technology,Phones,Phones Model 5,714.13,4,0.0,154.63
1509,CA-2024-2508,10/05/2021,10/07/2021,First Class,CG-1197,Customer 36,Consumer,United States,Phoenix,California,49257,East,OFF-1808,Office Supplies,Binders,Binders Model 34,1704.19,8,0.2,261.0
1510,CA-2024-2509,04/23/2022,04/28/2022,Second Class,CG-1095,Customer 178,Home Office,United States,Chicago,New York,30096,West,FUR-9220,Furniture,Tables,Tables Model 35,480.17,5,0.3,597.9
1511,CA-2024-2510,07/07/2022,07/14/2022,Second Class,CG-1151,Customer 47,Home Office,United States,Los Angeles,Texas,81136,South,OFF-9071,Office Supplies,Pens,Pens Model 3,868.53,7,0.2,-1.73
1512,CA-2024-2511,02/15/2023,02/17/2023,First Class,CG-1150,Customer 143,Corporate,United States,Chicago,California,56919,West,FUR-3718,Furniture,Chairs,Chairs Model 22,939.87,9,0.3,89.84
1513,CA-2024-2512,02/28/2021,03/05/2021,Standard Class,CG-1162,Customer 129,Corporate,United States,Phoenix,Illinois,35179,East,OFF-6253,Office Supplies,Paper,Paper Model 45,880.11,8,0.0,204.53
1514,CA-2024-2513,01/28/2023,02/02/2023,Standard Class,CG-1101,Customer 124,Consumer,United States,Phoenix,New York,57502,Central,FUR-4550,Furniture,Chairs,Chairs Model 50,1278.92,6,0.3,173.23
1515,CA-2024-2514,06/22/2021,06/27/2021,Second Class,CG-1044,Customer 47,Corporate,United States,Los Angeles,California,79898,East,TEC-6778,Technology,Laptops,Laptops Model 47,1593.67,7,0.0,556.93
1516,CA-2024-2515,06/26/2021,07/01/2021,Standard Class,CG-1048,Customer 151,Corporate,United States,New York,California,21880,East,OFF-3662,Office Supplies,Paper,Paper Model 16,1844.9,2,0.0,369.73
1517,CA-2024-2516,01/12/2021,01/19/2021,Second Class,CG-1155,Customer 180,Home Office,United States,Houston,Florida,32313,South,FUR-1651,Furniture,Bookcases,Bookcases Model 9,825.72,1,0.0,718.56
1518,CA-2024-2517,08/18/2022,08/21/2022,Standard Class,CG-1049,Customer 48,Consumer,United States,Houston,Texas,94805,West,OFF-1307,Office Supplies,Binders,Binders Model 46,470.88,2,0.0,537.32
1519,CA-2024-2518,08/13/2021,08/15/2021,Standard Class,CG-1195,Customer 52,Home Office,United States,Phoenix,New York,27625,East,FUR-5880,Furniture,Bookcases,Bookcases Model 30,196.36,10,0.0,182.32
1520,CA-2024-2519,02/17/2021,02/21/2021,Second Class,CG-1135,Customer 37,Corporate,United States,Houston,California,51991,South,FUR-5603,Furniture,Bookcases,Bookcases Model 26,230.69,7,0.0,274.0
1521,CA-2024-2520,02/05/2022,02/08/2022,Second Class,CG-1181,Customer 135,Home Office,United States,Chicago,California,11930,Central,OFF-4739,Office Supplies,Binders,Binders Model 30,355.19,5,0.1,-109.87
1522,CA-2024-2521,05/31/2021,06/07/2021,Second Class,CG-1172,Customer 29,Consumer,United States,New York,Florida,25029,West,OFF-5243,Office Supplies,Pens,Pens Model 19,1427.98,7,0.0,-62.78
1523,CA-2024-2522,04/12/2021,04/16/2021,Standard Class,CG-1070,Customer 74,Consumer,United States,New York,Florida,33419,South,FUR-8698,Furniture,Bookcases,Bookcases Model 43,1790.57,9,0.0,276.61
1524,CA-2024-2523,03/09/2022,03/16/2022,First Class,CG-1053,Customer 65,Home Office,United States,Chicago,New York,91746,West,OFF-5545,Office Supplies,Binders,Binders Model 28,1619.62,8,0.0,658.35
1525,CA-2024-2524,07/18/2022,07/22/2022,Second Class,CG-1022,Customer 127,Home Office,United States,Phoenix,Illinois,34744,East,FUR-5911,Furniture,Bookcases,Bookcases Model 45,373.68,3,0.0,360.36
1526,CA-2024-2525,10/01/2021,10/08/2021,Standard Class,CG-1019,Customer 197,Corporate,United States,New York,New York,45214,Central,OFF-8018,Office Supplies,Paper,Paper Model 50,677.13,4,0.2,623.91
1527,CA-2024-2526,04/05/2022,04/10/2022,Second Class,CG-1042,Customer 92,Corporate,United States,Phoenix,Texas,39542,South,TEC-3241,Technology,Laptops,Laptops Model 27,1123.23,1,0.0,488.21
1528,CA-2024-2527,06/13/2022,06/17/2022,First Class,CG-1180,Customer 69,Consumer,United States,Los Angeles,California,88069,Central,FUR-4721,Furniture,Chairs,Chairs Model 33,1750.05,6,0.1,541.92
1529,CA-2024-2528,04/04/2021,04/08/2021,First Class,CG-1071,Customer 61,Corporate,United States,Phoenix,Illinois,12097,West,OFF-4610,Office Supplies,Binders,Binders Model 31,1071.92,5,0.3,227.34
1530,CA-2024-2529,05/17/2023,05/23/2023,First Class,CG-1105,Customer 189,Consumer,United States,Chicago,New York,69717,Central,OFF-5518,Office Supplies,Paper,Paper Model 14,919.5,7,0.3,175.18
1531,CA-2024-2530,05/14/2023,05/20/2023,Standard Class,CG-1106,Customer 66,Corporate,United States,Houston,New York,99055,South,TEC-4831,Technology,Laptops,Laptops Model 26,1111.37,2,0.0,459.12
1532,CA-2024-2531,06/16/2022,06/19/2022,First Class,CG-1191,Customer 156,Home Office,United States,Los Angeles,California,29549,South,TEC-8788,Technology,Phones,Phones Model 45,342.2,2,0.0,577.07
1533,CA-2024-2532,02/11/2021,02/17/2021,Standard Class,CG-1166,Customer 144,Corporate,United States,Los Angeles,Texas,40957,Central,OFF-7748,Office Supplies,Paper,Paper Model 49,1765.78,1,0.0,699.43
1534,CA-2024-2533,09/11/2021,09/15/2021,Standard Class,CG-1108,Customer 152,Home Office,United States,New York,New York,13545,South,FUR-8914,Furniture,Bookcases,Bookcases Model 42,885.66,4,0.0,617.42
1535,CA-2024-2534,03/22/2023,03/23/2023,First Class,CG-1034,Customer 47,Home Office,United States,New York,Florida,63780,South,OFF-5607,Office Supplies,Pens,Pens Model 50,171.75,1,0.2,252.12
1536,CA-2024-2535,03/18/2022,03/21/2022,Second Class,CG-1128,Customer 195,Corporate,United States,Phoenix,California,60752,South,TEC-4362,Technology,Accessories,Accessories Model 37,835.27,5,0.3,613.21
1537,CA-2024-2536,12/12/2022,12/17/2022,First Class,CG-1193,Customer 124,Corporate,United States,Los Angeles,Texas,93582,Central,TEC-1358,Technology,Accessories,Accessories Model 43,1277.23,10,0.0,-61.0
1538,CA-2024-2537,04/12/2022,04/13/2022,Standard Class,CG-1165,Customer 144,Corporate,United States,Los Angeles,Illinois,62621,South,FUR-1487,Furniture,Bookcases,Bookcases Model 27,787.6,3,0.0,562.54
1539,CA-2024-2538,08/15/2022,08/21/2022,Second Class,CG-1121,Customer 50,Home Office,United States,Phoenix,New York,76711,West,OFF-9790,Office Supplies,Binders,Binders Model 11,986.17,9,0.0,218.68
1540,CA-2024-2539,03/03/2023,03/10/2023,Second Class,CG-1118,Customer 24,Corporate,United States,Los Angeles,Illinois,65428,Central,OFF-5299,Office Supplies,Binders,Binders Model 11,816.4,5,0.0,-169.79
1541,CA-2024-2540,08/29/2022,09/03/2022,First Class,CG-1170,Customer 61,Consumer,United States,New York,Texas,49647,West,TEC-2850,Technology,Accessories,Accessories Model 19,724.0,10,0.2,778.39
1542,CA-2024-2541,01/25/2022,01/30/2022,Second Class,CG-1016,Customer 158,Corporate,United States,Phoenix,Florida,34884,West,OFF-7027,Office Supplies,Binders,Binders Model 17,1992.51,9,0.0,758.59
1543,CA-2024-2542,07/29/2022,08/03/2022,First Class,CG-1198,Customer 72,Home Office,United States,New York,California,29228,West,OFF-8633,Office Supplies,Binders,Binders Model 47,1082.17,7,0.1,302.0
1544,CA-2024-2543,10/12/2022,10/16/2022,First Class,CG-1069,Customer 170,Consumer,United States,Los Angeles,Texas,94567,West,FUR-2686,Furniture,Tables,Tables Model 25,1304.48,5,0.2,721.01
1545,CA-2024-2544,05/21/2023,05/27/2023,First Class,CG-1023,Customer 85,Consumer,United States,New York,Florida,16079,West,TEC-8798,Technology,Phones,Phones Model 4,1874.46,3,0.1,430.81
1546,CA-2024-2545,06/20/2023,06/21/2023,Second Class,CG-1007,Customer 132,Home Office,United States,Phoenix,California,77840,West,FUR-8442,Furniture,Tables,Tables Model 11,810.2,9,0.0,400.64
1547,CA-2024-2546,06/28/2021,07/04/2021,Standard Class,CG-1076,Customer 135,Corporate,United States,Los Angeles,California,69984,East,OFF-9459,Office Supplies,Pens,Pens Model 33,1322.94,6,0.2,-16.15
1548,CA-2024-2547,10/09/2022,10/12/2022,Second Class,CG-1019,Customer 108,Home Office,United States,Los Angeles,Florida,87638,West,TEC-7305,Technology,Laptops,Laptops Model 8,351.27,8,0.1,191.91
1549,CA-2024-2548,02/03/2021,02/08/2021,Second Class,CG-1004,Customer 62,Home Office,United States,Los Angeles,Florida,17447,East,FUR-7902,Furniture,Bookcases,Bookcases Model 13,1348.31,5,0.0,69.32
1550,CA-2024-2549,01/26/2022,02/01/2022,First Class,CG-1047,Customer 165,Corporate,United States,Chicago,Illinois,99190,South,OFF-1096,Office Supplies,Pens,Pens Model 6,365.5,5,0.3,730.45
1551,CA-2024-2550,06/16/2021,06/22/2021,Standard Class,CG-1055,Customer 105,Home Office,United States,Los Angeles,Illinois,21799,East,FUR-4650,Furniture,Tables,Tables Model 30,734.82,1,0.0,351.32
1552,CA-2024-2551,04/08/2022,04/12/2022,First Class,CG-1015,Customer 64,Home Office,United States,Houston,Florida,10100,East,OFF-5811,Office Supplies,Pens,Pens Model 16,757.11,3,0.3,108.34
1553,CA-2024-2552,08/16/2021,08/22/2021,Standard Class,CG-1065,Customer 129,Consumer,United States,Phoenix,Florida,58131,Central,OFF-1266,Office Supplies,Paper,Paper Model 16,1748.67,5,0.2,346.78
1554,CA-2024-2553,06/15/2023,06/21/2023,First Class,CG-1115,Customer 128,Consumer,United States,Phoenix,Texas,46234,South,FUR-7735,Furniture,Tables,Tables Model 10,1998.13,3,0.0,227.89
1555,CA-2024-2554,04/07/2023,04/11/2023,First Class,CG-1198,Customer 160,Home Office,United States,Houston,Texas,86717,West,OFF-3119,Office Supplies,Paper,Paper Model 24,1167.14,10,0.1,767.79
1556,CA-2024-2555,05/19/2021,05/25/2021,Second Class,CG-1065,Customer 48,Home Office,United States,Phoenix,Florida,34185,East,TEC-7729,Technology,Phones,Phones Model 37,1243.57,1,0.1,216.95
1557,CA-2024-2556,08/06/2022,08/11/2022,Standard Class,CG-1045,Customer 49,Corporate,United States,Houston,Illinois,87333,East,FUR-9981,Furniture,Tables,Tables Model 16,438.52,9,0.3,277.46
1558,CA-2024-2557,06/12/2022,06/16/2022,First Class,CG-1126,Customer 116,Home Office,United States,New York,Texas,66862,West,OFF-5933,Office Supplies,Pens,Pens Model 8,501.65,9,0.0,-151.14
1559,CA-2024-2558,04/13/2023,04/15/2023,Second Class,CG-1083,Customer 52,Home Office,United States,Phoenix,New York,88576,West,OFF-3535,Office Supplies,Pens,Pens Model 9,810.88,1,0.0,696.8
1560,CA-2024-2559,02/20/2021,02/26/2021,First Class,CG-1178,Customer 120,Corporate,United States,New York,Illinois,18826,Central,OFF-4716,Office Supplies,Paper,Paper Model 3,1742.72,10,0.0,17.73
1561,CA-2024-2560,07/29/2021,08/03/2021,First Class,CG-1126,Customer 83,Consumer,United States,Phoenix,Florida,27353,West,FUR-9849,Furniture,Chairs,Chairs Model 28,1292.41,7,0.0,-40.23
1562,CA-2024-2561,05/19/2021,05/22/2021,Second Class,CG-1084,Customer 159,Home Office,United States,New York,California,77972,East,TEC-4826,Technology,Accessories,Accessories Model 22,1664.99,1,0.2,732.49
1563,CA-2024-2562,09/16/2022,09/23/2022,Second Class,CG-1159,Customer 67,Home Office,United States,Phoenix,Florida,26397,West,OFF-7062,Office Supplies,Paper,Paper Model 26,1072.56,1,0.0,273.86
1564,CA-2024-2563,10/06/2022,10/07/2022,Standard Class,CG-1157,Customer 105,Corporate,United States,Los Angeles,Illinois,66441,Central,OFF-8869,Office Supplies,Binders,Binders Model 10,1517.81,5,0.0,109.62
1565,CA-2024-2564,09/21/2021,09/22/2021,First Class,CG-1041,Customer 82,Consumer,United States,Los Angeles,New York,73197,Central,OFF-7630,Office Supplies,Paper,Paper Model 7,35.34,8,0.1,295.87
1566,CA-2024-2565,03/17/2021,03/21/2021,Standard Class,CG-1015,Customer 58,Corporate,United States,Los Angeles,Illinois,96932,East,TEC-1737,Technology,Phones,Phones Model 10,1393.07,10,0.3,635.83
1567,CA-2024-2566,03/14/2021,03/19/2021,Second Class,CG-1132,Customer 124,Consumer,United States,New York,Florida,15284,East,TEC-5886,Technology,Accessories,Accessories Model 47,375.86,5,0.0,75.06
1568,CA-2024-2567,07/18/2022,07/23/2022,Second Class,CG-1199,Customer 70,Corporate,United States,Houston,California,68186,South,OFF-3108,Office Supplies,Paper,Paper Model 50,458.73,2,0.0,491.83
1569,CA-2024-2568,11/26/2021,11/27/2021,First Class,CG-1018,Customer 121,Home Office,United States,Los Angeles,Illinois,56829,West,OFF-8918,Office Supplies,Paper,Paper Model 45,485.4,3,0.2,393.09
1570,CA-2024-2569,12/27/2021,12/31/2021,Second Class,CG-1065,Customer 10,Home Office,United States,Los Angeles,Illinois,56401,West,FUR-6641,Furniture,Tables,Tables Model 23,1093.77,2,0.3,536.61
1571,CA-2024-2570,05/06/2023,05/10/2023,Standard Class,CG-1069,Customer 184,Home Office,United States,Houston,Texas,42620,West,FUR-7526,Furniture,Tables,Tables Model 4,1296.76,8,0.0,-149.42
1572,CA-2024-2571,09/09/2021,09/16/2021,Second Class,CG-1183,Customer 80,Corporate,United States,Chicago,California,80723,Central,FUR-1301,Furniture,Bookcases,Bookcases Model 49,504.8,9,0.0,-21.79
1573,CA-2024-2572,11/29/2022,12/01/2022,First Class,CG-1097,Customer 101,Consumer,United States,Los Angeles,New York,77337,Central,TEC-9912,Technology,Phones,Phones Model 36,804.69,5,0.3,772.1
1574,CA-2024-2573,11/07/2022,11/11/2022,First Class,CG-1138,Customer 4,Consumer,United States,Houston,Texas,30637,Central,TEC-2483,Technology,Phones,Phones Model 25,572.14,7,0.3,400.31
1575,CA-2024-2574,08/31/2021,09/03/2021,First Class,CG-1106,Customer 34,Consumer,United States,Los Angeles,New York,89285,South,FUR-5914,Furniture,Bookcases,Bookcases Model 17,1701.51,9,0.2,700.0
1576,CA-2024-2575,02/13/2021,02/18/2021,First Class,CG-1154,Customer 143,Corporate,United States,Los Angeles,Illinois,32044,West,OFF-2924,Office Supplies,Paper,Paper Model 39,1401.59,2,0.2,639.1
1577,CA-2024-2576,10/16/2021,10/23/2021,Second Class,CG-1020,Customer 24,Consumer,United States,New York,Florida,59620,West,TEC-2576,Technology,Accessories,Accessories Model 22,1078.86,9,0.0,360.88
1578,CA-2024-2577,03/31/2023,04/04/2023,Second Class,CG-1047,Customer 169,Consumer,United States,Los Angeles,Illinois,96009,South,OFF-1529,Office Supplies,Binders,Binders Model 19,1988.45,3,0.0,-181.91
1579,CA-2024-2578,04/27/2022,05/03/2022,Second Class,CG-1121,Customer 123,Corporate,United States,Chicago,Texas,48832,South,FUR-1929,Furniture,Bookcases,Bookcases Model 35,1361.0,3,0.3,695.4
1580,CA-2024-2579,02/08/2023,02/09/2023,Standard Class,CG-1099,Customer 191,Consumer,United States,Phoenix,Illinois,54427,East,FUR-5461,Furniture,Tables,Tables Model 27,1754.03,8,0.1,797.8
1581,CA-2024-2580,07/04/2021,07/06/2021,Standard Class,CG-1179,Customer 195,Home Office,United States,Houston,California,57618,East,FUR-1222,Furniture,Tables,Tables Model 9,1500.59,2,0.3,334.62
1582,CA-2024-2581,01/18/2022,01/22/2022,First Class,CG-1114,Customer 2,Consumer,United States,Houston,Illinois,62597,West,FUR-6417,Furniture,Chairs,Chairs Model 4,792.81,1,0.1,195.81
1583,CA-2024-2582,01/15/2022,01/16/2022,Second Class,CG-1187,Customer 136,Home Office,United States,Los Angeles,Florida,44862,West,OFF-9929,Office Supplies,Binders,Binders Model 38,250.16,4,0.2,-156.2
1584,CA-2024-2583,03/02/2021,03/09/2021,First Class,CG-1060,Customer 164,Consumer,United States,New York,Texas,27728,West,FUR-5297,Furniture,Chairs,Chairs Model 22,324.58,4,0.1,556.98
1585,CA-2024-2584,12/14/2022,12/19/2022,Standard Class,CG-1059,Customer 29,Home Office,United States,New York,Florida,15460,West,TEC-9739,Technology,Laptops,Laptops Model 28,95.57,8,0.0,717.23
1586,CA-2024-2585,11/09/2022,11/12/2022,Standard Class,CG-1069,Customer 162,Home Office,United States,New York,California,51814,Central,OFF-5612,Office Supplies,Paper,Paper Model 45,577.77,6,0.0,313.79
1587,CA-2024-2586,01/17/2021,01/23/2021,First Class,CG-1030,Customer 184,Home Office,United States,Phoenix,Florida,55594,Central,FUR-9673,Furniture,Bookcases,Bookcases Model 14,573.95,5,0.0,198.14
1588,CA-2024-2587,06/07/2023,06/09/2023,First Class,CG-1175,Customer 95,Consumer,United States,Los Angeles,Florida,90809,South,OFF-1857,Office Supplies,Binders,Binders Model 21,1401.83,7,0.0,34.73
1589,CA-2024-2588,04/11/2023,04/15/2023,Second Class,CG-1079,Customer 139,Corporate,United States,Los Angeles,Florida,11374,Central,OFF-8354,Office Supplies,Binders,Binders Model 41,316.98,7,0.1,-183.96
1590,CA-2024-2589,03/30/2023,03/31/2023,Standard Class,CG-1129,Customer 94,Consumer,United States,Los Angeles,Texas,36089,West,FUR-2111,Furniture,Tables,Tables Model 29,468.49,2,0.1,297.05
1591,CA-2024-2590,03/10/2022,03/11/2022,Standard Class,CG-1134,Customer 113,Home Office,United States,Los Angeles,Texas,26901,East,FUR-5188,Furniture,Tables,Tables Model 20,159.36,4,0.2,126.4
1592,CA-2024-2591,09/29/2021,09/30/2021,First Class,CG-1096,Customer 68,Home Office,United States,Chicago,New York,22723,Central,OFF-8660,Office Supplies,Pens,Pens Model 38,118.28,8,0.0,372.67
1593,CA-2024-2592,02/16/2023,02/22/2023,First Class,CG-1163,Customer 148,Home Office,United States,Houston,Florida,49366,South,TEC-4519,Technology,Phones,Phones Model 28,666.89,2,0.2,35.05
1594,CA-2024-2593,09/14/2022,09/18/2022,Standard Class,CG-1160,Customer 172,Home Office,United States,Houston,Florida,81688,West,OFF-7131,Office Supplies,Pens,Pens Model 44,942.73,3,0.0,793.82
1595,CA-2024-2594,05/18/2023,05/22/2023,First Class,CG-1022,Customer 139,Corporate,United States,New York,California,94199,West,TEC-4041,Technology,Laptops,Laptops Model 11,60.81,6,0.1,288.87
1596,CA-2024-2595,05/21/2023,05/28/2023,Second Class,CG-1176,Customer 181,Home Office,United States,Houston,New York,99471,East,FUR-4446,Furniture,Chairs,Chairs Model 37,1996.6,7,0.0,59.08
1597,CA-2024-2596,05/17/2021,05/20/2021,Second Class,CG-1195,Customer 42,Corporate,United States,Houston,Florida,90912,East,FUR-5231,Furniture,Bookcases,Bookcases Model 11,884.2,4,0.2,733.05
1598,CA-2024-2597,01/09/2023,01/14/2023,Standard Class,CG-1166,Customer 37,Consumer,United States,New York,New York,99916,East,FUR-1355,Furniture,Chairs,Chairs Model 37,196.9,1,0.0,223.28
1599,CA-2024-2598,02/19/2023,02/26/2023,Second Class,CG-1132,Customer 72,Corporate,United States,New York,New York,48918,South,FUR-2156,Furniture,Chairs,Chairs Model 39,1186.07,3,0.2,-190.91
1600,CA-2024-2599,12/06/2021,12/13/2021,Standard Class,CG-1021,Customer 85,Corporate,United States,Chicago,New York,60987,West,TEC-8250,Technology,Laptops,Laptops Model 21,878.47,10,0.2,-130.56
1601,CA-2024-2600,05/08/2021,05/09/2021,Second Class,CG-1183,Customer 101,Corporate,United States,New York,New York,98268,East,TEC-4019,Technology,Phones,Phones Model 50,1519.15,3,0.0,292.76
1602,CA-2024-2601,08/12/2021,08/14/2021,Second Class,CG-1106,Customer 186,Home Office,United States,Los Angeles,Florida,62665,Central,OFF-8833,Office Supplies,Paper,Paper Model 2,1851.77,8,0.0,7.34
1603,CA-2024-2602,09/01/2021,09/05/2021,Second Class,CG-1085,Customer 158,Corporate,United States,New York,Illinois,75984,Central,OFF-3216,Office Supplies,Binders,Binders Model 41,582.45,1,0.3,272.92
1604,CA-2024-2603,01/16/2023,01/17/2023,Second Class,CG-1126,Customer 70,Consumer,United States,Houston,Florida,58080,East,TEC-8012,Technology,Laptops,Laptops Model 30,846.29,6,0.2,726.0
1605,CA-2024-2604,01/15/2021,01/22/2021,Second Class,CG-1062,Customer 181,Corporate,United States,New York,Illinois,96816,Central,OFF-7611,Office Supplies,Binders,Binders Model 17,1892.27,2,0.0,373.68
1606,CA-2024-2605,09/02/2022,09/06/2022,First Class,CG-1150,Customer 54,Consumer,United States,Phoenix,New York,86949,South,OFF-9874,Office Supplies,Paper,Paper Model 46,562.81,10,0.0,57.69
1607,CA-2024-2606,03/14/2022,03/15/2022,First Class,CG-1189,Customer 159,Corporate,United States,Chicago,California,46974,East,TEC-3341,Technology,Accessories,Accessories Model 27,1552.4,7,0.0,16.48
1608,CA-2024-2607,08/16/2021,08/21/2021,Standard Class,CG-1097,Customer 26,Consumer,United States,Los Angeles,New York,81834,West,FUR-2709,Furniture,Bookcases,Bookcases Model 22,1235.68,9,0.0,27.98
1609,CA-2024-2608,12/18/2022,12/19/2022,Second Class,CG-1175,Customer 116,Corporate,United States,New York,New York,35311,Central,FUR-9154,Furniture,Chairs,Chairs Model 20,353.52,3,0.0,197.69
1610,CA-2024-2609,06/01/2022,06/07/2022,Standard Class,CG-1016,Customer 132,Home Office,United States,Phoenix,New York,26877,East,OFF-8376,Office Supplies,Pens,Pens Model 34,1289.49,8,0.0,129.83
1611,CA-2024-2610,03/11/2021,03/15/2021,First Class,CG-1012,Customer 99,Home Office,United States,Los Angeles,New York,43478,Central,TEC-7566,Technology,Laptops,Laptops Model 20,940.4,10,0.2,336.48
1612,CA-2024-2611,01/26/2021,02/02/2021,First Class,CG-1083,Customer 132,Corporate,United States,Houston,Illinois,45302,South,OFF-4158,Office Supplies,Paper,Paper Model 44,1087.74,1,0.2,658.08
1613,CA-2024-2612,07/26/2021,07/30/2021,Second Class,CG-1012,Customer 140,Consumer,United States,Phoenix,New York,64680,West,OFF-7294,Office Supplies,Binders,Binders Model 26,273.49,2,0.1,122.65
1614,CA-2024-2613,04/06/2022,04/12/2022,First Class,CG-1104,Customer 72,Corporate,United States,Houston,Illinois,62244,Central,OFF-6370,Office Supplies,Pens,Pens Model 49,1519.71,8,0.0,-100.12
1615,CA-2024-2614,04/27/2022,05/01/2022,Standard Class,CG-1001,Customer 2,Consumer,United States,Houston,Illinois,68511,Central,FUR-9536,Furniture,Tables,Tables Model 27,1618.63,3,0.0,483.29
1616,CA-2024-2615,03/01/2022,03/05/2022,Standard Class,CG-1065,Customer 84,Consumer,United States,New York,New York,43644,Central,OFF-5260,Office Supplies,Binders,Binders Model 5,1541.98,10,0.2,272.31
1617,CA-2024-2616,05/28/2021,06/04/2021,Second Class,CG-1051,Customer 136,Corporate,United States,Phoenix,Florida,12226,East,OFF-6214,Office Supplies,Binders,Binders Model 31,1735.85,2,0.1,-180.12
1618,CA-2024-2617,07/18/2021,07/19/2021,First Class,CG-1076,Customer 69,Consumer,United States,New York,Illinois,94277,South,FUR-1995,Furniture,Tables,Tables Model 12,99.99,6,0.3,-151.49
1619,CA-2024-2618,07/02/2022,07/04/2022,Second Class,CG-1155,Customer 199,Corporate,United States,Los Angeles,New York,45273,West,TEC-8098,Technology,Accessories,Accessories Model 41,141.76,10,0.1,396.38
1620,CA-2024-2619,05/19/2021,05/26/2021,Standard Class,CG-1086,Customer 40,Home Office,United States,Chicago,California,37491,Central,TEC-7377,Technology,Laptops,Laptops Model 40,547.9,1,0.0,117.77
1621,CA-2024-2620,07/29/2021,08/01/2021,Standard Class,CG-1192,Customer 177,Corporate,United States,Chicago,Illinois,11856,Central,FUR-9163,Furniture,Tables,Tables Model 41,1281.92,4,0.2,51.21
1622,CA-2024-2621,08/22/2022,08/29/2022,First Class,CG-1194,Customer 141,Consumer,United States,New York,Florida,10142,East,FUR-5111,Furniture,Tables,Tables Model 18,302.81,1,0.0,769.45
1623,CA-2024-2622,09/07/2022,09/14/2022,Second Class,CG-1085,Customer 134,Corporate,United States,Phoenix,California,71426,East,OFF-6114,Office Supplies,Pens,Pens Model 10,91.33,2,0.2,544.1
1624,CA-2024-2623,04/28/2022,05/01/2022,First Class,CG-1111,Customer 118,Corporate,United States,Phoenix,Texas,24900,Central,TEC-2092,Technology,Laptops,Laptops Model 33,1799.71,5,0.3,322.68
1625,CA-2024-2624,01/04/2021,01/09/2021,First Class,CG-1193,Customer 186,Consumer,United States,Phoenix,Texas,94067,South,FUR-9426,Furniture,Chairs,Chairs Model 18,220.98,7,0.0,44.69
1626,CA-2024-2625,03/16/2022,03/17/2022,First Class,CG-1164,Customer 93,Home Office,United States,Phoenix,Florida,91619,Central,FUR-3715,Furniture,Chairs,Chairs Model 30,845.78,8,0.0,728.09
1627,CA-2024-2626,05/20/2023,05/24/2023,Second Class,CG-1179,Customer 1,Corporate,United States,Houston,New York,87379,East,FUR-2416,Furniture,Chairs,Chairs Model 24,193.62,9,0.0,268.74
1628,CA-2024-2627,10/29/2021,11/05/2021,Second Class,CG-1097,Customer 93,Corporate,United States,Phoenix,Texas,64305,West,TEC-7887,Technology,Phones,Phones Model 10,478.78,8,0.3,-55.59
1629,CA-2024-2628,05/02/2021,05/06/2021,First Class,CG-1128,Customer 149,Consumer,United States,New York,New York,39884,South,TEC-1927,Technology,Laptops,Laptops Model 3,1419.77,7,0.0,623.92
1630,CA-2024-2629,10/05/2022,10/11/2022,Standard Class,CG-1014,Customer 172,Home Office,United States,Chicago,Florida,68540,Central,TEC-5251,Technology,Accessories,Accessories Model 5,1257.97,8,0.1,296.4
1631,CA-2024-2630,08/31/2022,09/05/2022,Second Class,CG-1139,Customer 139,Home Office,United States,Los Angeles,Florida,37542,South,OFF-9424,Office Supplies,Binders,Binders Model 5,711.96,2,0.0,294.11
